C001059,SUPPLIES AND MATERIALS,11720.359999999997
C001059,TRAVEL,8597.230000000001
C001061,EQUIPMENT,1560.1200000000001
C001061,FRANKED MAIL,3264.1
C001061,OTHER SERVICES,8239.36
C001061,PERSONNEL COMPENSATION,237466.63999999998
C001061,PRINTING AND REPRODUCTION,714.21
C001061,"RENT, COMMUNICATION, UTILITIES",40328.600000000006
C001061,SUPPLIES AND MATERIALS,5699.829999999996
C001061,TRAVEL,17624.36
C001062,EQUIPMENT,2559.5299999999997
C001062,FRANKED MAIL,2517.12
C001062,OTHER SERVICES,10153.64
C001062,PERSONNEL COMPENSATION,215844.4300000001
C001062,PRINTING AND REPRODUCTION,449.22
C001062,"RENT, COMMUNICATION, UTILITIES",20423.659999999996
C001062,SUPPLIES AND MATERIALS,9833.63
C001062,TRAVEL,11007.1
C001063,EQUIPMENT,156.0
C001063,FRANKED MAIL,2048.34
C001063,OTHER SERVICES,20237.17
C001063,PERSONNEL COMPENSATION,181406.21999999997
C001063,PRINTING AND REPRODUCTION,1680.0399999999997
C001063,"RENT, COMMUNICATION, UTILITIES",34806.31
C001063,SUPPLIES AND MATERIALS,16493.630000000005
C001063,TRAVEL,20484.23
C001066,FRANKED MAIL,684.3
C001066,OTHER SERVICES,8555.0
C001066,PERSONNEL COMPENSATION,229509.24999999994
C001066,PRINTING AND REPRODUCTION,22659.09
C001066,"RENT, COMMUNICATION, UTILITIES",21622.07999999999
C001066,SUPPLIES AND MATERIALS,11532.53
C001066,TRAVEL,11901.260000000002
C001067,EQUIPMENT,678.0
C001067,FRANKED MAIL,779.9699999999999
C001067,OTHER SERVICES,11855.0
C001067,PERSONNEL COMPENSATION,251102.77999999997
C001067,PRINTING AND REPRODUCTION,2650.09
C001067,"RENT, COMMUNICATION, UTILITIES",43997.44
C001067,SUPPLIES AND MATERIALS,4694.709999999999
C001067,TRAVEL,5729.42
C001068,EQUIPMENT,8262.0
C001068,FRANKED MAIL,20216.38
C001068,OTHER SERVICES,9669.69
C001068,PERSONNEL COMPENSATION,224660.83999999988
C001068,PRINTING AND REPRODUCTION,14779.21
C001068,"RENT, COMMUNICATION, UTILITIES",30087.699999999997
C001068,SUPPLIES AND MATERIALS,4827.79
C001068,TRAVEL,8704.409999999998
C001069,EQUIPMENT,9187.5
C001069,FRANKED MAIL,31706.53
C001069,OTHER SERVICES,6862.0
C001069,PERSONNEL COMPENSATION,224385.97000000006
C001069,PRINTING AND REPRODUCTION,39684.28
C001069,"RENT, COMMUNICATION, UTILITIES",24646.409999999996
C001069,SUPPLIES AND MATERIALS,11490.279999999999
C001069,TRAVEL,11369.63
C001072,EQUIPMENT,1245.0
C001072,FRANKED MAIL,1004.53
C001072,OTHER SERVICES,6286.76
C001072,PERSONNEL COMPENSATION,239782.93
C001072,PRINTING AND REPRODUCTION,1079.0900000000001
C001072,"RENT, COMMUNICATION, UTILITIES",9686.79
C001072,SUPPLIES AND MATERIALS,13997.249999999996
C001072,TRAVEL,14537.629999999997
C001076,EQUIPMENT,881.91
C001076,FRANKED MAIL,3482.7000000000003
C001076,OTHER SERVICES,29000.0
C001076,PERSONNEL COMPENSATION,237649.95999999996
C001076,PRINTING AND REPRODUCTION,5196.950000000001
C001076,"RENT, COMMUNICATION, UTILITIES",18926.070000000003
C001076,SUPPLIES AND MATERIALS,7988.379999999998
C001076,TRAVEL,20615.53
C001077,EQUIPMENT,5942.17
C001077,FRANKED MAIL,19025.6
C001077,OTHER SERVICES,9854.9
C001077,PERSONNEL COMPENSATION,216233.27
C001077,PRINTING AND REPRODUCTION,57934.520000000004
C001077,"RENT, COMMUNICATION, UTILITIES",23438.109999999997
C001077,SUPPLIES AND MATERIALS,5989.81
C001077,TRAVEL,8220.01
C001078,EQUIPMENT,1841.0
C001078,FRANKED MAIL,34166.29
C001078,OTHER SERVICES,5655.0
C001078,PERSONNEL COMPENSATION,184638.89000000007
C001078,PRINTING AND REPRODUCTION,40775.5
C001078,"RENT, COMMUNICATION, UTILITIES",22737.180000000004
C001078,SUPPLIES AND MATERIALS,2257.6499999999996
C001078,TRAVEL,1346.65
C001080,EQUIPMENT,1321.5
C001080,FRANKED MAIL,2.1199999999999903
C001080,OTHER SERVICES,22006.9
C001080,PERSONNEL COMPENSATION,189361.24000000002
C001080,PRINTING AND REPRODUCTION,7546.129999999998
C001080,"RENT, COMMUNICATION, UTILITIES",32270.090000000004
C001080,SUPPLIES AND MATERIALS,4926.88
C001080,TRAVEL,23828.409999999996
C001083,EQUIPMENT,875.73
C001083,FRANKED MAIL,379.29
C001083,OTHER SERVICES,9585.0
C001083,PERSONNEL COMPENSATION,225188.95
C001083,PRINTING AND REPRODUCTION,195.93
C001083,"RENT, COMMUNICATION, UTILITIES",25313.579999999994
C001083,SUPPLIES AND MATERIALS,16720.59
C001083,TRAVEL,6543.96
C001084,EQUIPMENT,2570.3900000000003
C001084,FRANKED MAIL,336.1
C001084,OTHER SERVICES,11681.01
